name,cluster_number,enriched_atoms,unenriched_atoms,1_enriched,1_unenriched,2_enriched,2_unenriched,3_enriched,3_unenriched,4_enriched,4_unenriched,r_enriched,r_unenriched,0_enriched,0_unenriched,not_r_enriched,not_r_unenriched
C=CC-8,14,1,2,1,1,0,1,0,0,0,0,0,0,0.0,0.0,1,2
C=CC-7,14,1,2,0,2,1,0,0,0,0,0,0,0,0.0,0.0,1,2
C=CC-6,14,2,1,1,1,1,0,0,0,0,0,0,0,0.0,0.0,2,1
C=CC-5,14,1,2,1,1,0,1,0,0,0,0,0,0,0.0,0.0,1,2
C=CC-4,14,2,1,2,0,0,1,0,0,0,0,0,0,0.0,0.0,2,1
C=CC-3,14,2,1,1,1,1,0,0,0,0,0,0,0,0.0,0.0,2,1
C=CC-2,14,3,0,2,0,1,0,0,0,0,0,0,0,0.0,0.0,3,0
C=CC,14,0,3,0,2,0,1,0,0,0,0,0,0,0.0,0.0,0,3
[CH]=CC-8,15,1,2,1,1,0,1,0,0,0,0,0,1,0.0,0.0,1,1
[CH]=CC-7,15,1,2,0,2,1,0,0,0,0,0,0,1,0.0,0.0,1,1
[CH]=CC-6,15,2,1,1,1,1,0,0,0,0,0,0,1,0.0,0.0,2,0
[CH]=CC-5,15,1,2,1,1,0,1,0,0,0,0,1,0,0.0,0.0,0,2
[CH]=CC-4,15,2,1,2,0,0,1,0,0,0,0,1,0,0.0,0.0,1,1
[CH]=CC-3,15,2,1,1,1,1,0,0,0,0,0,1,0,0.0,0.0,1,1
[CH]=CC-2,15,3,0,2,0,1,0,0,0,0,0,1,0,0.0,0.0,2,0
[CH]=CC,15,0,3,0,2,0,1,0,0,0,0,0,1,0.0,0.0,0,2
C#C-3,16,1,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,1,1
C#C-2,16,2,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,2,0
C#C,16,0,2,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0,2
[CH]=C-4,17,1,1,1,1,0,0,0,0,0,0,0,1,0.0,0.0,1,0
[CH]=C-3,17,1,1,1,1,0,0,0,0,0,0,1,0,0.0,0.0,0,1
[CH]=C-2,17,2,0,2,0,0,0,0,0,0,0,1,0,0.0,0.0,1,0
[CH]=C,17,0,2,0,2,0,0,0,0,0,0,0,1,0.0,0.0,0,1
CC-3,18,1,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,1,1
CC-2,18,2,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,2,0
CC,18,0,2,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0,2
C-2,19,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1,0
C,19,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0,1
[CH2]CC-8,20,1,2,0,2,1,0,0,0,0,0,0,1,0.0,0.0,1,1
[CH2]CC-7,20,1,2,1,1,0,1,0,0,0,0,0,1,0.0,0.0,1,1
[CH2]CC-6,20,2,1,1,1,1,0,0,0,0,0,0,1,0.0,0.0,2,0
[CH2]CC-5,20,1,2,1,1,0,1,0,0,0,0,1,0,0.0,0.0,0,2
[CH2]CC-4,20,2,1,1,1,1,0,0,0,0,0,1,0,0.0,0.0,1,1
[CH2]CC-3,20,2,1,2,0,0,1,0,0,0,0,1,0,0.0,0.0,1,1
[CH2]CC-2,20,3,0,2,0,1,0,0,0,0,0,1,0,0.0,0.0,2,0
[CH2]CC,20,0,3,0,2,0,1,0,0,0,0,0,1,0.0,0.0,0,2
[H][H],21,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
C=C-3,22,1,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,1,1
C=C-2,22,2,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,2,0
C=C,22,0,2,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0,2
[H],23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
[CH3]-2,24,1,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0,0
[CH3],24,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,0
C[CH2]-4,25,1,1,1,1,0,0,0,0,0,0,0,1,0.0,0.0,1,0
C[CH2]-3,25,1,1,1,1,0,0,0,0,0,0,1,0,0.0,0.0,0,1
C[CH2]-2,25,2,0,2,0,0,0,0,0,0,0,1,0,0.0,0.0,1,0
C[CH2],25,0,2,0,2,0,0,0,0,0,0,0,1,0.0,0.0,0,1
CCC-6,26,1,2,0,2,1,0,0,0,0,0,0,0,0.0,0.0,1,2
CCC-5,26,1,2,1,1,0,1,0,0,0,0,0,0,0.0,0.0,1,2
CCC-4,26,2,1,1,1,1,0,0,0,0,0,0,0,0.0,0.0,2,1
CCC-3,26,2,1,2,0,0,1,0,0,0,0,0,0,0.0,0.0,2,1
CCC-2,26,3,0,2,0,1,0,0,0,0,0,0,0,0.0,0.0,3,0
CCC,26,0,3,0,2,0,1,0,0,0,0,0,0,0.0,0.0,0,3
[He],27,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
[Ar],28,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
[Ne],29,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
N#N,30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
